,desc,score,match_desc
4136,õlu velkopopovicky kozel dark 3.8% 0.5l,0.7333333333333334,velkopopovisky kozel dark 3.8% 0.5l
6864,kehaõli neutral baby sensit.skin 0.15l,0.7333333333333334,neutral baby kehaõli sensitive skin 0.15l
2516,köögiviljad praadimiseks itaalia maits 0.4kg,0.7333333333333334,hortex itaalia maitseainetega köögiviljad praadimiseks 0.4kg
7905,õlu alexander 5.2% 0.568l prk 6-pakk,0.7333333333333334,alexander õlu 6-pakk 5.2% 3.408l
4522,juust lepasuitsu gouda lemmik viilutatud 0.15kg,0.7333333333333334,estover juust gouda viilutatud 0.15kg
4534,koorene jogurt kirssidega farmi 1kg,0.7333333333333334,farmi koorene jogurt mustade kirssidega 0.4kg
8486,viin viru valge juubeli 40% 0.7l,0.7333333333333334,viru valge viin 40% 1l
4545,punase greibi nektar granini 55% 1l,0.7333333333333334,aura punase greibi nektar 1l
4549,pasta spaghetti panzani gluteenivaba 0.4kg,0.7333333333333334,barilla spaghetti n.5 gluteenivaba pasta 0.4kg
4550,pasta penne panzani gluteenivaba 0.4kg,0.7333333333333334,panzani pasta penne 400 g gluteenivaba
8487,brandy askaneli 5* 40% 0.5l,0.7333333333333334,асканели askaneli brandy 5* 42% 0.5l
1467,leib kanepiseem.-rukki eesti pagar 0.5kg,0.7333333333333334,eesti pagar kanepiseemne leib rukkiteradega 0.5kg
1469,täisterapasta durum penne tartu mill 0.5kg,0.7333333333333334,tartu mill täisteradurumjahupasta penne 0.5kg
6775,müsli punane kuld täkumetsa 0.3kg,0.7333333333333334,remedyway punane kuld müsli 0.3kg gluteenivaba
8759,gin finsbury pink metsmaasika 37.5% 0.7l,0.7333333333333334,beefeater pink gin 37.5% 0.7l
7126,india pähkel röstitud premium 0.3kg,0.7333333333333334,germund premium röstitud india pähklid 0.3kg
2935,siider somersby mango&lime 4.5% 0.5l purk,0.7333333333333334,somersby passionfruit&orange siider 4.5% 0.5l
1753,vanilliplombiir vana toomas 0.09kg 0.15l,0.7333333333333334,premia vana toomas vanilliplombiir šokolaadiglasuuriga 0.15l
1796,jäätis kreembrülee super viva 0.17l 0.1kg,0.7333333333333334,super viva kreembrülee jäätis 0.26kg
1741,siider hoggy´s pear heaven 4.5% 0.33l,0.7333333333333334,somersby pear siider 4.5% 0.33l
1732,siider hoggy´s apple paradise 4.5% 0.33l,0.7333333333333334,somersby apple siider 4.5% 0.33l
5219,niisked salvrätikud huggies pure 56tk,0.7333333333333334,huggies pure niisked salvrätikud 56 tk
9094,assortii karl fazer collection 0.8kg,0.7333333333333334,karl fazer collection šokolaadikommide assortii 0.16kg
5424,arrabbiata kaste rand&rossi mahe 0.4kg,0.7333333333333334,rand&rossi arrabbiata kaste 400 g mahe
2696,õlu warsteiner 4.8% 0.5l prk,0.7333333333333334,warsteiner premium hele õlu 4.8% 0.5l
8177,piiritusjook caribba xtabla cherry 35% 0.5l,0.7333333333333334,caribba xtabla rumm 35% 0.5l
1798,jogurt maasika-yuzu lv gefilus  0.38kg,0.7333333333333334,gefilus maasika-yuzu jogurt laktoosivaba 0.38kg
5289,küpsetusšokolaad tume 70% kalev 0.2kg,0.7333333333333334,kalev tume šokolaad küpsetamiseks 70% 0.2kg
5292,hernesupp rikkalik topz! põltsamaa 0.38kg,0.7333333333333334,põltsamaa valmis! valmis! rikkalik hernesupp 0.38kg
1729,pirn conference pakitud väike 2kl 1kg,0.7333333333333334,holland pirn conference pakitud 1kg
5178,puuviljakokteil don simon premium 1l pudel,0.7333333333333334,don simon premium virsikunektar 1l
5179,apelsininektar don simon premium 1l pudel,0.7333333333333334,don simon premium virsikunektar 1l
7268,vein daos cabernet sauvignon med.sw 0.75l,0.7291666666666667,daos cabernet sauvignon medium sweet vein 12% 0.75l
6296,siider henry westons vint rosé 5.5% 0.5l pdl,0.7291666666666667,henry westons vintage rosé siider 0.5l
8831,rumm plantation 3 stars artisanal 0.7l,0.7291666666666667,plantation 3 stars artisa jamaica rumm 41.2% 0.7l
7317,muu piir.jook riga black balsam 0.2l,0.7291666666666667,rigablackbalsam riga black balsam muu piiritusjook 45% 0.2l
7741,jäätis šokolaadi brownie b&j 0.465l 0.408kg,0.7291666666666667,ben&jerry b&j šokolaadi jäätis küpsise tükkidega 0.465l 0.408kg
1589,jook sidruni-laimi maits vichy fresh 1.5l,0.7291666666666667,vichyfresh vichy fresh gaseerimata jook sidruni-laimi maitseline 1.5l
8245,kpn.vein torres sangre de toro 0.75l,0.7291666666666667,torres sangre de toro kpn vein 13.5% 0.75l
8004,kgt.vein casa charlize pinot grigio 0.75l,0.7291666666666667,casa charlize floreale pinot grigio kgt vein 0.75l
2729,rebitud sealiha bbq kastmes m&m 0.2kg,0.7291666666666667,maks & moorits rebitud sealiha bbq kastmes 0.2kg
7587,gt vein gato negro chardonnay 0.75l,0.7291666666666667,gato negro sauvignon blanc gt vein 12% 0.75l
8253,liköör xante coconut cream & pear 17% 0.5l,0.7291666666666667,xante coconut cream&pear liköör 17% 0.5l
1965,õlu a.le coq special 5.2% 0.5l,0.7291666666666667,a le coq special hele õlu 5.2% 0.5l
6645,vahuvein casaletto spumante extra dry 0.75l,0.7291666666666667,montelvini promosso spumante extra dry vahuvein 11.5% 0.75l
7762,vahuvein veuve du vernay ice 0.75l,0.7291666666666667,prantsusmaa veuve du vernay brut vahuvein 11% 0.75l
7798,gt.vein teliani valley alazani red 0.75l,0.7291666666666667,teliani valley alazani red gt vein 12% 0.75l
8072,kpn.v.vein bolla prosecco extra dry 0.75l,0.7291666666666667,bolla prosecco extra dry kpn kvaliteetvahuvein 11% 0.75l
8875,whisky chivas regal 12yo 40% 0.5l,0.7291666666666667,chivas regal 12 yo whisky karbis 40% 0.5l
2773,õlu a.le coq porter 6.5% 0.5l,0.7291666666666667,a le coq porter tume õlu 6.5% 0.5l
8530,brandy torres 5 years 38% 0.5l,0.7291666666666667,torres 10 years gran reserva brandy 38% 0.5l
7442,gt.vein la conda cabernet sauvignon 0.75l,0.7291666666666667,la conda cabernet sauvignon gt vein 12.5% 0.75l
8801,whisky grant's family reserve 40% 0.7l,0.7291666666666667,grant's grant´s family reserve scotch whisky 40% 0.5l
7061,vannivaht dušigeel johnson's baby 2in1 0.5l,0.7291666666666667,johnson's johnson´s vannivaht dušigeel  2in1 lastele 0.5l
1991,õlu a.le coq premium 4.7% 0.5l,0.7291666666666667,eesti a.le coq premium export õlu 4.7% 0.33l
8158,gt.vein jacob's creek shiraz cabernet 0.75l,0.7291666666666667,jacob's creek shiraz cabernet gt vein 13.9% 0.75l
8075,kgt.vein chardonnay coq du matin 0.75l,0.7291666666666667,coq du matin chardonnay kgt vein 13% 0.75l
7852,kgt.vein barone montalto pinot grigio 0.75l,0.7291666666666667,barone montalto pinot grigio kgt vein 12% 0.75l
5723,kpn.kv.v.vein codorniu clasico cava brut 0.2l,0.7291666666666667,codorniu clasico cava brut kpn kvaliteetvahuvein 11% 0.2l
1163,kuivatatud puuviljade ja pähklite segu 0kg,0.7291666666666667,arimex 1go kuivatatud puuviljade ja pähklite segu 0.05kg
5052,vein chapell hill pinot grigio 0.187l,0.7291666666666667,ungari chapel hill pinot grigio vein 12.5% 0.187l
7569,õlu kronenbourg 1664 blanc 5% 0.5l prk 4-pakk,0.7291666666666667,prantsusmaa kronenbourg blanc õlu 5% 0.5l
8500,kpn.vein tommasi le rosse pinot grigio 0.75l,0.7285714285714285,tommasipinotgrigio tommasi le rosse pinot grigio gt vein 11.5% 0.75l
7855,kpn.kv.v.vein cava jaume serra brut 0.75l,0.7166666666666667,jaume sierra jaume serra cava brut kpn kvaliteetvahuvein 12% 0.75l
7996,kpn.vein torres san valentin parellada 0.75l,0.7166666666666667,miguel torres torres san valentin parellada kpn vein 10.5% 0.75l
8603,muu piir.jook riga black balsam 0.5l,0.7166666666666667,riga balsams riga black balsam currant muu piiritusjook 30% 0.5l
7881,kpn.kv.vahuvein jaume serra cava brut 0.75l,0.7166666666666667,jaume sierra jaume serra cava brut kpn kvaliteetvahuvein 12% 0.75l
8413,liköör vana tallinn toffee caramel 35% 0.5l,0.7142857142857143,vana tallinn wild spices liköör 35% 0.5l
436,piim maasikalisand ja vitam väike tom 0.2l,0.7142857142857143,väike tom piim maasikalisandi ja vitamiinidega 0.2l
264,kanapüreesupp knorr 0.016kg,0.7142857142857143,knorr kanapüreesupp krutoonidega cup a soup 0.016kg
1126,jogurt müsli ja šokolaadiküps alma lv 0.15kg,0.7142857142857143,alma müsli ja šokolaadiküpsistega laktoosivaba jogurt 0.15kg
8826,brandy f.de castilla solera reserva 36% 0.7l,0.7142857142857143,fernando de castilla solera reserva brandy 0.7l
1750,õlu a.le coq i 2.9% 0.5l prk,0.7142857142857143,a le coq i õlu 2.9% 0.5l
8454,muu piiritusjook captain morgan tiki 25% 0.7l,0.7142857142857143,itaalia captain morgan tiki rumm 25% 0.7l
2108,krõpsud piraat hkoore ja küüsl balsnack 0.15kg,0.7142857142857143,balsnack piraat krõpsud hapukoore ja küüslauguga 0.15kg
8583,püksmähkmed huggies 4 girl 9-14kg 52 tk,0.7142857142857143,huggies püksmähkmed pants 4 girl 9-14kg 52tk
6188,juust kõva 18kuud piquant džiugas 40% 0.18kg,0.7142857142857143,džiugas kõva juust piquant 18 kuud 0.18kg
395,piim banaanilisand ja vitam väike tom 0.2l,0.7142857142857143,väike tom piim maasikalisandi ja vitamiinidega 0.2l
8352,whisky ballantineś finest bl scotch 40% 0.5l,0.7142857142857143,ballantine´s ballantine's finest scotch whisky 40% 0.5l
7969,liköör vana tallinn  ice cream 0.5l,0.7142857142857143,vana tallinn chocolate cream liköör 16% 0.5l
507,limonaad traditsiooniline a.le coq 0.5l,0.7125,a le coq a.le coq limonaad multivitamiini 0.5l
8365,brandy ciornij aist 40% 0.5l,0.7125,belõi aist belii aist 3* brandy 40% 0.5l
8020,mesi meveda 1kg,0.7083333333333333,sangaste mesi mesi 1kg
6904,juust saaremaa viilutatud mo saaremaa 0.45kg,0.7083333333333333,mo saaremaa juust 0.5kg
8436,mesi saaremaa 1kg,0.7083333333333333,sangaste mesi mesi 1kg
6905,mesi meveda 0.5kg,0.7083333333333333,sangaste mesi mesi 0.5kg
8714,viin saaremaa 80% 0.5l,0.7083333333333333,saaremaa vodka saaremaa viin 40% 0.5l
8900,whisky bushmills original bushmills 40% 0.7l,0.7083333333333333,bushmills original whisky 0.5l
6655,energiajook red bull 4x0.25l,0.7083333333333333,red bull energiajook zero energiajook 250ml
1476,õlu a.le coq extra lime 4.5% 0.33l pdl,0.7083333333333333,eesti a le coq extra lime õlu 4.5% 0.33l
6590,mesi korio 0.5kg,0.7083333333333333,sangaste mesi mesi 0.5kg
8703,bitter campari 25% 0.5l,0.7083333333333333,campari bitter 25% 500 ml bitter
5783,tomatiketšup rand&rossi mahe 0.55kg,0.7083333333333333,rand&rossi mahe tomatiketšup 550 g mahe
7118,mesi saaremaine 0.5kg,0.7083333333333333,sangaste mesi mesi 0.5kg
7551,mesi muhe 0.5kg,0.7083333333333333,sangaste mesi mesi 0.5kg
7552,mesi saaremaa 0.5kg,0.7083333333333333,sangaste mesi mesi 0.5kg
7771,mesi korio 1kg,0.7083333333333333,sangaste mesi mesi 1kg
5909,õlu a le coq mango pale ale 5.6% 0.75l,0.7083333333333333,a.le coq mango pale ale õlu 6% 0.75l
4175,kreeka salat,0.7,rainbow kreeka salat laktoosivaba 0.3kg
3826,kanalihasült 0.33kg,0.7,linnamäe lihatööst klassikaline kanalihasült 0.33kg
4620,hapukurgid mõisaproua 1020  0.51kg,0.7,mõisaproua hapukurgid
3416,sulatatud juust cheddari juustuga 0.2kg,0.7,hiirte juust sulatatud juust 0.2kg
3414,sulatatud juust emmentali juustuga 0.2kg,0.7,hiirte juust sulatatud juust 0.2kg
8149,kgt.vein noir gsm le grand 0.75l,0.6944444444444444,prantsusmaa le grand noir gsm kgt vein 13.5% 0.75l
7571,kpn.vein gran castillo viura chardonnay 0.75l,0.6944444444444444,grancastillo gran castillo viura chardonnay kpn vein 11% 0.75l
8422,kpn.v.vein la gioiosa prosecco doc 0.75l,0.6944444444444444,la gioiosa prosecco treviso doc kpn vahuvein 11% 0.75l
8018,kpn.vein casal garcia vinho verde 0.75l,0.6944444444444444,casal garcia vinho verde rose kpn vein 9.5% 0.75l
5307,takokorvikesed mini tubs santa maria 0.086kg,0.6944444444444444,santa maria mini tubs takokorvikesed 86 g 10 tk
8011,kpn.vein blue nun riesling rheinhessen 0.75l,0.6944444444444444,bluenun blue nun riesling rheinhessen kpn vein 10.5% 0.75l
7869,gt.vein maori bay sauvignon blanc 0.75l,0.6944444444444444,austraalia maori bay sauvignon blanc gt vein 13% 0.75l
8848,piimasegu aptamil care 1 0k+ 0.8kg,0.6944444444444444,aptamil care 1 imiku piimasegu alates sünnist  0.8kg
6657,vein bellissimo red semi sweet 0.75l,0.6944444444444444,la conda semi sweet red gt vein 13% 0.75l
8088,kgt.vein b&g pinot noir reserve 0.75l,0.6944444444444444,prantsusmaa b&g pinot noir reserve kgt vein 13.5% 0.75l
4118,õlu velkopopovicky kozel premium lager 0.5l,0.6944444444444444,velkopopovicky koz velkopopov kozel premium hele õlu 4.8% 0.5l
7566,kpn.vein gran castillo tempranillo rose 0.75l,0.6944444444444444,grancastillo gran castillo tempranillo rose kpn vein 11% 0.75l
886,mineraalvesi värska mineraal gaasita 1l pet,0.6904761904761905,värska mineral värska mineraal looduslik mineraalvesi 1l
2249,mahlajook dr active rohelise õuna-mündi 1.5l,0.6904761904761905,aura active dr active r.õuna-mündi mahlajook 1.5l
3567,mahl õuna filtreerimata aura ökoloogiline 1l,0.6904761904761905,aura juice aura ökoloogiline filtreerimata õunamahl 1l
3595,minitosca reval 0.24kg,0.6875,reval kondiiter kohupiima minitosca 10 tk karbis 0.24kg
7906,gt.vein kwv chenin blanc 0.75l,0.6857142857142857,kwv chenin blanc gt vein 9.5% 0.75l
3438,tortiljakrõpsud juustu santa maria 0.185kg,0.6857142857142857,santa maria tortilla krõpsud juustu  0.185kg
352,biskviitmaiustus kinder maxi king 0.035kg,0.6857142857142857,kinder maxi king dessert 3 x 0.035kg
2760,riis pikateraline tartu mill 1kg,0.6857142857142857,tartu mill pikateraline riis 4 x 0.125kg
8605,vermut martini fiero 14.9% 1l,0.6857142857142857,martini fiero vermut 1l & schweppes 1.35l
8023,gt.vein yellow tail shiraz 0.75l,0.6857142857142857,yellow tail shiraz gt vein 13.5% 0.75l
8612,püksmähkmed huggies pants 5.12-17kg 48tk,0.6857142857142857,huggies püksmähkmed pants 5 girl 12-17kg 48tk
476,karb.jook vichy fresh bubbles orange 0.5l pet,0.6857142857142857,vichy fresh bubbles orange 1.5l
8774,"püksmähkmed huggies 6 girl,15-25kg 44tk",0.6857142857142857,huggies püksmähkmed pants 6 girl 15-25kg 44tk
2532,juurika leivasnäkid peedi fazer 0.12kg,0.6857142857142857,fazer juurika leivasnäkid peedi ja tüümianiga 0.3kg
8022,gt.vein yellow tail chardonnay 0.75l,0.6857142857142857,yellow tail chardonnay gt vein 11.5% 0.75l
8405,kpn.vahuvein zonin prosecco rose 0.75l,0.6857142857142857,zonin prosecco rose kpn vahuvein 11% 0.75l
6944,pasta rossa santa maria 0.08kg,0.6857142857142857,santa maria pasta rossa 80 g veski
2846,küpsised kakaomait.täidise mesikäpp dops 0.21kg,0.6857142857142857,kalev mesikäpp dops vanillimaitselise täidisega küpsised 0.21kg
8347,gt.vein teliani valley kindzmarauli 0.75l,0.6857142857142857,teliani valley kindzmarauli gt vein 11.5% 0.75l
1855,koorejäätis vanilli eriti rammus 0.1kg,0.6857142857142857,premia eriti rammus kondenspiima koorejäätis 0.1kg 0.2l
4154,granola müsli šokolaadi sante 0.35kg,0.6857142857142857,sante krõbe müsli tumeda šokolaadiga granola 0.35kg
7927,kpn.vein kendermanns classic riesling 0.75l,0.6857142857142857,kendermanns classic riesling kpn vein 12.5% 0.75l
4366,õlu paulaner hefe-weisbier 5.5% 0.5l,0.6857142857142857,paulaner hefe weisbier hele õlu 5.5% 0.5l
2847,küpsised vanillim.täidise mesikäpp dops 0.21kg,0.6857142857142857,kalev mesikäpp dops vanillimaitselise täidisega küpsised 0.21kg
7851,kpn.vein kendermanns riesling kabinett 0.75l,0.6857142857142857,kendermanns riesling kabinett kpn vein 9.5% 0.75l
2051,riis aurutatud tartu mill 0kg,0.6857142857142857,tartu mill aurutatud riis 4 x 0.125kg
6496,šnitsel krõbedas rukkipaneeringus m&m 0.5kg,0.6857142857142857,maks & moorits krõbedas rukkipaneeringus šnitsel 0.5kg
7838,ar.veinijook don simon sangria 1.5l,0.6857142857142857,don simon sangria aromatiseeritud veinijook 7% 1.5l
3542,pruun riis spelta ja kinoaga bosto 0kg,0.6857142857142857,bosto bio pruun riis 0kg
5879,niisked salvrätikud huggies natural 48tk,0.6857142857142857,huggies natural care niisked salvrätikud 56 tk
968,halvaa india pähklite marmiton ali baba 0.1kg,0.6857142857142857,marmiton india pähklitega halvaa 0.1kg
1562,durumnisupasta filini tartu mill 0.5kg,0.6857142857142857,tartu mill durum nuudlid filini piccoli 0.5kg
7483,krevetid marin.käsitsi kooritud 150 0.3kg,0.6857142857142857,marwi käsitsi kooritud krevetid marinaadis 150 0.3kg
1037,jäätee peach-hibiscus fuze tea 0.5l,0.6857142857142857,fuze tea fuzetea lemon lemongrass jäätee 0.5l
3768,kreemjuust peedi-rõika gourmet club 0.2kg,0.6857142857142857,gourmet club kreemjuust peedi ja rõikaga 0.2kg
2808,jäätee lemongrass fuze tea 1.5l,0.6857142857142857,fuze tea fuzetea lemon lemongrass jäätee 0.5l
6649,hommikuhelbed froot loops kellogg's 0.375kg,0.6857142857142857,kellogg's kellogg`s unicorn froot loops krõbinad 0.375kg
7750,kpn.vein moselland riesling trocken 0.75l,0.6857142857142857,moselland riesling trocken kpn vein 14% 0.75l
7749,kpn.vein moselland riesling kabinett 0.75l,0.6857142857142857,moselland riesling kabinett kpn vein 7.5% 0.75l
5777,pastakaste tomati ja basiili tartu mill 0.34kg,0.6857142857142857,tartu mill napoletana pastakaste 0.34kg
8835,viinam.jääk.piir.jook grappa riserva 40% 0.7l,0.6857142857142857,marcati grappa riserva muu piiritusjook 40% 0.7l
7806,kgt.vein doppio passo primitivo 0.75l,0.6857142857142857,doppio passo primitivo kgt vein 13% 0.75l
7116,jõhvika-röstitud pähklite segu premium 0.3kg,0.6857142857142857,germund premium jõhvikate ja pähklite segu 0.3kg
5630,jalapeno roheline santa maria 0.215kg,0.6857142857142857,santa maria jalapeno roheline terav 215 0.11kg
8943,whisky jameson caskmates stout edit 40% 0.7l,0.6857142857142857,jameson irish whisky 40% 0.7l
1927,segujahu pille pisikesed pannkoogid 0.4kg,0.6857142857142857,tartu mill pille pisikesed pannkoogid  0.4kg
1678,vesi mustikamaitseline aura fruit 1.5l,0.6857142857142857,eesti aura fruit maasika-basiiliku maitsega vesi 1.5l
2215,muu alkohoolne jook saku mõdu 4% 0.5l,0.6857142857142857,saku mõdu õlu 4% 0.5l
8521,gaseeritud puuviljavein rabarbra mahe 0.75l,0.6857142857142857,eesti nudist rabarbra gaseeritud puuviljavein 8.1% 0.75l
3307,p s vorst täpi viilutatud nõo 0.135kg,0.6857142857142857,nõo täpi poolsuitsuvorst viilutatud 0.135kg
8655,muu p.jook sierra tequila rep 38% 0.5l,0.6857142857142857,sierra silver tequila 38% 0.5l
7786,kpn vein ruppertsberger rose 0.75l,0.6857142857142857,campo viejo rose kpn vein 13% 0.75l
3192,vitamiinivesi belief rohelise õuna 0.53l,0.6857142857142857,eesti belief gaseeritud energiavesi rohelise õuna 0.53l
8185,gt.vein teliani valley saperavi 0.75l,0.6857142857142857,teliani valley saperavi gt vein 13% 0.75l
8048,kgt.vein poggio maru primitivo 0.75l,0.6857142857142857,poggio maru primitivo kgt vein 14% 0.75l
8616,"püksmähkmed huggies 5 girl,12-17kg 48tk",0.6857142857142857,huggies püksmähkmed pants 5 boy 12-17kg 48tk
7808,kgt.vein doppio passo negroamaro 0.75l,0.6857142857142857,doppio passo negroamaro kgt vein 12% 0.75l
4704,pajaroog itaalia blå band 0.15kg,0.6857142857142857,blå band laktoosivaba itaalia pajaroa koostisained 0.15kg
7827,gt.vein tarapaca sauvignon blanc 0.75l,0.6857142857142857,tarapaca sauvignon blanc gt vein 12.5% 0.75l
5865,nacho juustudipp santa maria 0.25kg,0.6857142857142857,santa maria dip nacho cheese style 0.25kg
7093,gt vein savanha pinotage-shiraz 0.75l,0.6857142857142857,lav savanha rose gt vein 12.5% 0.75l
3144,friikartul pikk ja krõbe 0.6kg,0.6857142857142857,härmavili kullakesed sirge ja krõbe friikartul 0.6kg
2203,dipikaste eesti dip! 0.2kg,0.675,alma eesti dipikaste soolakurgi-küüslaugu 0.2kg
6988,mesi salla-pringi mesilast 0.5kg,0.675,salla-pringi eesti mesi plastpakendis 0.5kg
8514,liköör jägermeister 35% 0.5l,0.675,koskenkorva minttu liköör 35% 0.5l
8439,ekstra neitsioliiviõli sicilia bono 0.5l,0.675,borges ekstra neitsioliiviõli 0.5l
6958,liköör vana tallinn 0.2l,0.675,vana tallinn liköör 50% 0.5l
7244,leibjuust hollandi viil valio 0.5kg,0.675,estover hollandi leibjuust 0.5kg
2610,karastusjook pepsi max 1.5l,0.675,pepsi max mango karastusjook 0l
2608,karastusjook pepsi cola 1.5l,0.675,xtra cola karastusjook suhkruvaba 1.5l
2726,närimiskommid skittles crazy sours 0.125kg,0.675,skittles crazy sours 0.174kg
8425,pralineekommide valik kalev kadriorg 0.435kg,0.675,kalev kadriorg kommikarp 0.435kg
9105,liköör bumbu cream 15% 0.7l,0.675,cream liköör 17% 0.7l
6236,šokolaadikommid ferrero rocher 0.1kg,0.675,ferrero collection šokolaadikommid pähklitega 0.1kg
8397,viin khortytsa platinum 40% 0.5l,0.675,laua viin 40% 0.5l
2605,riisivahvlid tumedas šokolaadis kupiec 0.09kg,0.675,kupiec riisivahvlid piimašokolaadiga 0.09kg
6855,broileri kintsuliha jahutatud tallegg kg,0.675,tallegg broiler jahutatud kg
6210,helbed fitness nestle 0.375kg,0.675,nestle fitness chocolate täisterahelbed 0.375kg
95,kohuke classic tere 0.043kg,0.675,kohuke classic metsmaasika glasuurkohuke 0.043kg
2220,riisigaletid dr.nature öko 0.12kg,0.675,dr.nature dr nature riisigaletid 0.12kg
6499,ketšup heinz originaal 0.7kg,0.675,heinz ketšup original  0.7kg
6470,joogipudel lastele philips avent 0.2l,0.675,avent joogipudel 0.2l 6k
2788,segujahu plaadikoogi tartu mill 0.4kg,0.675,tartu mill šokolaadimuffinid 0.4kg
150,batoon cini minis nestle 0.025kg,0.675,nestle nesquik batoon 0.025kg
2836,snäkk parmigiano-reggiano juustuga 0.085kg,0.675,nõo snäkkvorst parmigiano-reggiano juustuga 0.085kg
6923,kalafileepalad paneeritud esva 0.4kg,0.675,esva paneeritud kalafileepala hot&spicy 0.4kg
2794,jasmiini riis bosto 0kg,0.675,bosto bio pruun riis 0kg
2704,siider fizz pirni 0.5l,0.675,sip pirni siider 5% 0.5l
2558,juust mozzarella mini jäger 0.125kg,0.675,mozzarella juust zottarella 0.125kg
7004,marmelaadikommid julia karl fazer 0.32kg,0.675,fazer julia kommikarp 0.32kg
225,närimiskumm sweetmint orbit suhkruvaba 0.014kg,0.675,orbit sweetmint närimiskummid 0.014kg
6459,marmelaadikommid finlandia fazer 0.26kg,0.675,fazer finlandia marmelaadikuulid  0.26kg
2643,jäätee metsamarjamaitseline nestea 1.5l pet,0.675,nestea virsiku jäätee 1.5l
2656,täissuitsuvorst moskva viil oskar 0.08kg,0.675,oskar täissuitsuvorst moskva 0.21kg
2213,mais magus bonduelle 0.34kg,0.675,bonduelle magus mais 170 0.14kg
2829,kummikommid haribo happy cola 0.2kg,0.675,haribo fantaasia kummikommid 0.2kg
6239,kuivatatud ploomid seeberger kivideta 0.2kg,0.675,sunsweet kuivatatud ploomid 0.2kg
2142,kaneelisaiake eesti pagar 0kg,0.675,eesti pagar skjae kaneelisaiake 0.32kg
99,kiirkanasupp nuudlitega 5min maggi 0.012kg,0.675,maggi kanasupp nuudlitega 0.012kg
7251,vermut bellissimo rosso 1l,0.675,martini rosso vermut 15% 1l
56,kohvikoor rimi basic 10% 0.2l,0.675,kotimaista kohvikoor 10% 0.2l
166,hommikueine batoon nestle choapic 0.025kg,0.675,nestle nesquik batoon 0.025kg
309,jogurt maasika farmi 0.15kg,0.675,farmi koorene jogurt mandariini-mee 0.15kg
8446,viin stumbras jõhvika 40% 0.5l,0.675,laua viin 40% 0.5l
2328,makaronid fusilli pasta reggia 0.5kg,0.675,panzani pasta fusilli 0.5kg
2330,makaronid spaghetti pasta reggia 0.5kg,0.675,panzani pasta spaghetti 0.5kg
2544,kissellipulber jõhvika mikaado 0.17kg,0.675,mikaado miku vaarikamaitseline kissellipulber 0.17kg
2581,riis pikateraline aurutatud rimi 1kg,0.675,risella pikateraline riis 1kg
2228,makaronid farfalle rimi planet 0.5kg,0.675,panzani farfalle makaronid 0.5kg
8411,muu p.jook riga black b cherry 30% 0.5l,0.675,ron barcelo riga black balsam cherry muu piiritusjook 30% 0.5l
6340,liköör jägermeister 35% 0.1l,0.675,jagermeister jägermeister liköör 35% 0.7l
8367,vaarika-šokolaadi tort pagarini 0.7kg,0.675,pagarini õuna-laimi tort laktoosivaba 0.7kg
8421,lihaveise flank steik 0.4kg,0.675,rakvere lihaveise picanha steik 0.4kg
6471,joogipudel lastele philips avent 0.2l,0.675,avent joogipudel 0.2l 6k
6784,šokolaadikommid vaarikamarmelaadi kalev 0.224kg,0.675,kalev kallile vaarikamarmelaadiga šokolaadikommid 0.224kg
7230,vaarikakook eesti pagar 0.65kg,0.675,eesti pagar šokolaadi-banaani tort 0.65kg
115,vesi gaasiga saaremaa 1.5l,0.675,saaremaa vesi nõrgalt gaseeritud 1.5l
7236,viin beloff 37.5% 0.5l,0.675,smirnoff red viin 37.5% 0.5l
8368,tursafilee portsjonid nahata külm.500g,0.675,vici tursafilee portsjonid nahata 0.5kg
2194,jook jõhvika põltsamaa 1l,0.675,eesti põltsamaa jõhvika kannujook 1l
6769,kanasink kõrvitsaseemne fitlap nõo 0.4kg,0.675,nõo fitlap kanasink 0.105kg
2872,jogurtijook vaarika-mustika vita+ 0kg,0.675,alma jogurtijook vaarika-mustika laktoosivaba 0kg
2530,dipikaste dipp-tops küüsl-juustu tere 0.2kg,0.675,tere maitserohelisega dipikaste 0.2kg
7188,kreeka pähklid arimex 0.5kg,0.675,arimex organic kreeka pähklid 0.15kg
2517,dipikaste dipp-tops maitserohelis tere 0.2kg,0.675,tere maitserohelisega dipikaste 0.2kg
6267,caesari salat kanaga 0.2kg,0.675,mamma caesari salat kanaga 0.27kg
2391,triibulised päevalilleseemned röstitud yes,0.675,y.e.s yes koore-sibulamaitselised triibulised päevalilleseemned
6814,ürdisool herbamare mahe 0.25kg,0.675,herbamare ürdisool 0.125kg vogel mahe
2182,dipikaste vene dip! 0.2kg,0.675,alma vene dipikaste küüslaugu-murulaugu-sibula 0.2kg
2526,küpsised milka sensations 0.156kg,0.675,milka sensatsion šokolaaditäidisega küpsised 0.156kg
2552,köögiviljad praadimiseks idamaine 0.4kg,0.675,maahärra itaaliapärased köögiviljad praadimiseks 0.4kg
6807,konts.mahlajook mustsõstra küllus 0.33l,0.675,küllus rõngu mustsõstra mahlajoogikontsentraat 0.33l
6480,koorene juust e-piim 0.4kg,0.675,e-piim koorene juust viilutatud 0.15kg
2762,juust rimi tilsit 45% 0.2kg,0.675,valio juust tilsit 0.2kg
6810,hommikueine nestle cookie crisp 0.625kg,0.675,nestle cookie crisp 0.425kg
